line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
3983;mcg;Mapoyo;Mapoyo language;;sai-map;Mapoyan;;;;Latn;;
3984;mch;Maquiritari;Maquiritari language;;sai-car;Cariban;;;;Latn;Makiritare,Ye'kwana,Ye'kuana,Yekuana,De'kwana,So'to,Maiongong;
3985;mci;Mese;Mese language;;;;;;;;
3986;mcj;Mvanip;Mvanip language;;nic-mmb;Mambiloid;;;;Latn;;
3987;mck;Mbunda;Mbunda language;;bnt-clu;Chokwe-Luchazi;;;;Latn;;
3988;mcl;Macaguaje;Macaguaje language;;sai-tuc;Tucanoan;;;;Latn;;
3989;mcm;Kristang;Kristang language;;crp;creole or pidgin;;;;Latn;Malacca Creole Portuguese,Malaccan Creole Portuguese;
3990;mcn;Masana;Masana language;;cdc-mas;Masa;;;;;Massa,Masa;
3991;mco;Coatlán Mixe;Coatlán Mixe language;;nai-miz;Mixe-Zoquean;;;;Latn;;
3992;mcp;Makaa;Makaa language;;bnt-mka;Makaa;;;;;;
3993;mcq;Ese;Ese language;;ngf;Trans-New Guinea;;;;Latn;;
3994;mcr;Menya;Menya language;;ngf;Trans-New Guinea;;;;;;
3995;mcs;Mambai;Mambai language;;alv-mbm;Mbum;;;;;;
3996;mcu;Cameroon Mambila;Cameroon Mambila language;;nic-mmb;Mambiloid;;;;Latn;;
3997;mcv;Minanibai;Minanibai language;;ngf;Trans-New Guinea;;;;;;
3998;mcw;Mawa;Mawa language;;cdc-est;East Chadic;;;;Latn;Mawa (Chad),Mahwa;
3999;mcx;Mpiemo;Mpiemo language;;bnt-bek;Bekwilic;;;;;;
4000;mcy;South Watut;South Watut language;;poz-ocw;Western Oceanic;;;;;;
4001;mcz;Mawan;Mawan language;;ngf-mad;Madang;;;;;;
4002;mda;Mada (Nigeria);Mada (Nigeria) language;;nic-nin;Ninzic;;;;Latn;Mada;
4003;mdb;Morigi;Morigi language;;paa-kiw;Kiwaian;;;;;;
4004;mdc;Male;Male language;;ngf-mad;Madang;;;;;;
4005;mdd;Mbum;Mbum language;;alv-mbm;Mbum;;;;;;
4006;mde;Bura Mabang;Bura Mabang language;;ssa;Nilo-Saharan;;;;;;
4007;mdf;Moksha;Moksha language;;urj-mdv;Mordvinic;;;;Cyrl;Mordvin;
4008;mdg;Massalat;Massalat language;;;;;;;;
4009;mdh;Maguindanao;Maguindanao language;;phi;Philippine;;;;Latn,Arab;;
4010;mdi;Mamvu;Mamvu language;;csu-mle;Mangbutu-Lese;;;;;;
4011;mdj;Mangbetu;Mangbetu language;;csu-maa;Mangbetu;;;;;;
4012;mdk;Mangbutu;Mangbutu language;;csu-mle;Mangbutu-Lese;;;;;;
4013;mdl;Maltese Sign Language;Maltese Sign Language;;sgn;sign;;;;;;
4014;mdm;Mayogo;Mayogo language;;nic-nke;Eastern Ngbaka;;;;Latn;;
4015;mdn;Mbati;Mbati language;;bnt-ngn;Ngondi-Ngiri;;;;;;
4016;mdp;Mbala;Mbala language;;bnt-pen;Pende;;;;;;
4017;mdq;Mbole;Mbole language;;bnt-mbe;Mbole-Enya;;;;;;
4018;mdr;Mandar;Mandar language;;poz-ssw;South Sulawesi;;;;Bugi,Latn;;
4019;mds;Maria;Maria language;;;;;;;Maria (New Guinea),Maria (Papua New Guinea);
4020;mdt;Mbere;Mbere language;;bnt-mbt;Mbete;;;;;;
4021;mdu;Mboko;Mboko language;;bnt-mbo;Mboshi;;;;;;
4022;mdv;Santa Lucía Monteverde Mixtec;Santa Lucía Monteverde Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4023;mdw;Mbosi;Mbosi language;;bnt-mbo;Mboshi;;;;;;
4024;mdx;Dizin;Dizin language;;omv-diz;Dizoid;;;;;;
4025;mdy;Maale;Maale language;;omv-ome;Ometo;;;;;;
4026;mdz;Suruí Do Pará;Suruí Do Pará language;;tup-gua;Tupi-Guarani;;;;Latn;;
4027;mea;Menka;Menka language;;nic-grs;Southwest Grassfields;;;;Latn;;
4028;meb;Ikobi-Mena;Ikobi-Mena language;;ngf;Trans-New Guinea;;;;Latn;Ikobi,Mena,Ikobi-Mina;
4029;mec;Mara;Mara language;;;;;;;Leelawarra,Leelalwarra,Mala,Marra;
4030;med;Melpa;Melpa language;;;;;;;;
4031;mee;Mengen;Mengen language;;poz-ocw;Western Oceanic;;;;;;
4032;mef;Megam;Megam language;;;;;;;;
4033;meg;Mea;Mea language;;poz-cln;New Caledonian;;;;;;
4034;meh;Southwestern Tlaxiaco Mixtec;Southwestern Tlaxiaco Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4035;mei;Midob;Midob language;;nub;Nubian;;;;Latn;;
4036;mej;Meyah;Meyah language;;paa-wpa;West Papuan;;;;;Mejah,Meax;
4037;mek;Mekeo;Mekeo language;;poz-ocw;Western Oceanic;;;;;;
4038;mel;Central Melanau;Central Melanau language;;poz-swa;North Sarawakan;;;;Latn;;
4039;mem;Mangala;Mangala language;;;;;;;;
4040;men;Mende;Mende language;;dmn-msw;Southwestern Mande;;;;Latn,Mend;;
4041;meo;Kedah Malay;Kedah Malay language;;poz-mly;Malayic;;;;Latn,ms-Arab,Thai;Syburi Malay,Satun Malay;
4042;mep;Miriwung;Miriwung language;;;;;;;;
4043;meq;Merey;Merey language;;cdc-cbm;Central Chadic;;;;Latn;;
4044;mer;Meru;Meru language;;bnt-kka;Kikuyu-Kamba;;;;Latn;;
4045;mes;Masmaje;Masmaje language;;;;;;;;
4046;met;Mato;Mato language;;poz-ocw;Western Oceanic;;;;Latn;Nenaya,Nengaya,Nineia;
4047;meu;Motu;Motu language;;poz-ocw;Western Oceanic;;;;Latn;Pure Motu,True Motu;
4048;mev;Mano;Mano language;;dmn-mda;Mano-Dan;;;;Latn;;
4049;mew;Maaka;Maaka language;;cdc-wst;West Chadic;;;;Latn;;
4050;mey;Hassaniya;Hassaniya language;;sem-arb;Arabic;;;;Arab;;
4051;mez;Menominee;Menominee language;;alg;Algonquian;sortkey;;;Latn;;
4052;mfa;Pattani Malay;Pattani Malay language;;poz-mly;Malayic;sortkey;;;ms-Arab,Thai;;
4053;mfb;Bangka;Bangka language;;;;;;;;
4054;mfc;Mba;Mba language;;nic-mbc;Mba;;;;Latn;;
4055;mfd;Mendankwe-Nkwen;Mendankwe-Nkwen language;;nic-nge;Ngemba;;;;Latn;;
4056;mfe;Mauritian Creole;Mauritian Creole language;;crp;creole or pidgin;;;;Latn;Mauritian;
4057;mff;Naki;Naki language;;nic-bbe;Eastern Beboid;;;;Latn;Bukwen,Mashi;
4058;mfg;Mixifore;Mixifore language;;dmn-mok;Mokole;;;;;Mogofin;
4059;mfh;Matal;Matal language;;cdc-cbm;Central Chadic;;;;Latn;;
4060;mfi;Wandala;Wandala language;;cdc-cbm;Central Chadic;;;;Latn;Mandara;
4061;mfj;Mefele;Mefele language;;cdc-cbm;Central Chadic;;;;;;
4062;mfk;North Mofu;North Mofu language;;cdc-cbm;Central Chadic;;;;;;
4063;mfl;Putai;Putai language;;;;;;;;
4064;mfm;Marghi South;Marghi South language;;;;;;;;
4065;mfn;Cross River Mbembe;Cross River Mbembe language;;nic-uce;East-West Upper Cross River;;;;Latn;;
4066;mfo;Mbe;Mbe language;;nic-eko;Ekoid;;;;Latn;;
4067;mfp;Makassar Malay;Makassar Malay language;;qfa-mix;mixed;;;;Latn;;
4068;mfq;Moba;Moba language;;nic-grm;Gurma;;;;Latn;;
4069;mfr;Marrithiyel;Marrithiyel language;;aus-dal;Daly;;;;Latn;Marrithiyal,Marithiel,Maridhiel,Maridhiyel,Berringen,Bringen,Brinken,Nganygit,Marriammu,Mare-Ammu,Maridjabin,Maredyerbin,Maretyabin,Maridyerbin,Maritjabin,Marridan,Meradan,Marramanindjdji,Marramaninydyi,Marimanindji,Mariyedi;
4070;mfs;Mexican Sign Language;Mexican Sign Language;;sgn;sign;;;;Latn;;
4071;mft;Mokerang;Mokerang language;;poz-aay;Admiralty Islands;;;;Latn;;
4072;mfu;Mbwela;Mbwela language;;bnt-clu;Chokwe-Luchazi;;;;;;
4073;mfv;Mandjak;Mandjak language;;alv-pap;Papel;;;;;;
4074;mfw;Mulaha;Mulaha language;;;;;;;;
4075;mfx;Melo;Melo language;;omv-nom;North Ometo;;;;;;
4076;mfy;Mayo;Mayo language;;azc-trc;Taracahitic;sortkey;;;Latn;;
4077;mfz;Mabaan;Mabaan language;;sdv;Eastern Sudanic;;;;;;
4078;mg;Malagasy;Malagasy language;;poz-bre;East Barito;;;;Latn;;
4079;mga;Middle Irish;Middle Irish language;;cel-gae;Goidelic;sortkey;autodetect;;Latn;;
4080;mgb;Mararit;Mararit language;;sdv-tmn;Taman;;;;;;
4081;mgc;Morokodo;Morokodo language;;csu-bbk;Bongo-Baka;;;;Latn;;
4082;mgd;Moru;Moru language;;csu-mma;Moru-Madi;;;;;;
4083;mge;Mango;Mango language;;csu-sar;Sara;;;;;;
4084;mgf;Maklew;Maklew language;;;;;;;;
4085;mgg;Mpongmpong;Mpongmpong language;;bnt-bek;Bekwilic;;;;;;
4086;mgh;Makhuwa-Meetto;Makhuwa-Meetto language;;bnt-mak;Makua;;;;Latn;;
4087;mgi;Jili;Jili language;;nic-pls;South Plateau;;;;;Lijili,Migili,Mijili;
4088;mgj;Abureni;Abureni language;;nic-cde;Central Delta;;;;Latn;;
4089;mgk;Mawes;Mawes language;;paa;Papuan;;;;;;
4090;mgl;Maleu-Kilenge;Maleu-Kilenge language;;;;;;;;
4091;mgm;Mambae;Mambae language;;poz-tim;Timoric;;;;Latn;;
4092;mgn;Mbangi;Mbangi language;;nic-ngd;Ngbandi;;;;Latn;;
4093;mgo;Meta';Meta' language;;nic-mom;Momo;;;;Latn;;
4094;mgp;Eastern Magar;Eastern Magar language;;sit-gma;Greater Magaric;;;;;;
4095;mgq;Malila;Malila language;;bnt-mby;Mbeya;;;;Latn;;
4096;mgr;Mambwe-Lungu;Mambwe-Lungu language;;bnt-mwi;Mwika;;;;Latn;;
4097;mgs;Manda (Tanzania);Manda (Tanzania) language;;bnt-bki;Bena-Kinga;;;;;Kimanda,Kinyasa,Nyasa;
4098;mgt;Mongol;Mongol language;;paa;Papuan;;;;Latn;;
4099;mgu;Mailu;Mailu language;;ngf;Trans-New Guinea;;;;;;
4100;mgv;Matengo;Matengo language;;bnt-mbi;Mbinga;;;;Latn;;
4101;mgw;Matumbi;Matumbi language;;bnt-mbi;Mbinga;;;;Latn;Matuumbi,Kimatumbi,Kimatuumbi;
4102;mgy;Mbunga;Mbunga language;;bnt-kil;Kilombero;;;;;;
4103;mgz;Mbugwe;Mbugwe language;;bnt-mra;Mbugwe-Rangi;;;;;;
4104;mh;Marshallese;Marshallese language;;poz-mic;Micronesian;sortkey;;;Latn;;
4105;mha;Manda (India);Manda (India) language;;dra;Dravidian;;;;;;
4106;mhb;Mahongwe;Mahongwe language;;bnt-kel;Kele;;;;;;
4107;mhc;Mocho;Mocho language;;myn;Mayan;;;;;;
4108;mhd;Mbugu;Mbugu language;;qfa-mix;mixed;;;;Latn;Ma'a,Normal Mbugu,Inner Mbugu;
4109;mhe;Besisi;Besisi language;;mkh-asl;Aslian;;;;;;
4110;mhf;Mamaa;Mamaa language;;ngf-fin;Finisterre;;;;Latn;;
4111;mhg;Margu;Margu language;;;;;;;;
4112;mhi;Ma'di;Ma'di language;;csu-mma;Moru-Madi;;;;;;
4113;mhj;Mogholi;Mogholi language;;xgn;Mongolic;;;;;Moghol;
4114;mhk;Mungaka;Mungaka language;;nic-nun;Nun;;;;Latn;;
4115;mhl;Mauwake;Mauwake language;;ngf-mad;Madang;;;;;;
4116;mhm;Makhuwa-Moniga;Makhuwa-Moniga language;;bnt-mak;Makua;;;;;;
4117;mhn;Mòcheno;Mòcheno language;;gmw;West Germanic;sortkey;;;Latn;;
4118;mho;Mashi;Mashi language;;bnt-kav;Kavango;;;;Latn;;
4119;mhp;Balinese Malay;Balinese Malay language;;crp;creole or pidgin;;;;;;
4120;mhq;Mandan;Mandan language;;sio;Siouan;;;;;;
4121;mhs;Buru (Indonesia);Buru (Indonesia) language;;poz-cma;Central Maluku;;;;;Buru;
4122;mht;Mandahuaca;Mandahuaca language;;awd-nwk;Nawiki;;;;;Mandauaca,Mandawaka,Mandawaca,Mandauaka,Mandauáka;
4123;mhu;Taraon;Taraon language;;sit-gsi;Greater Siangic;;;;Latn;Darang,Digaro-Mishmi,Digaro Mishmi;
4124;mhw;Mbukushu;Mbukushu language;;;;;;;;
4125;mhx;Lhao Vo;Lhao Vo language;;tbq-brm;Burmish;;;;;Langsu,Maru;
4126;mhy;Ma'anyan;Ma'anyan language;;poz-bre;East Barito;;;;;;
4127;mhz;Mor (Austronesian);Mor (Austronesian) language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;Mor,Moor,Austronesian Mor;
4128;mi;Maori;Maori language;;poz-pep;Eastern Polynesian;;;;Latn;;
4129;mia;Miami;Miami language;;alg;Algonquian;;;;Latn;;
4130;mib;Atatláhuca Mixtec;Atatláhuca Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4131;mic;Mi'kmaq;Mi'kmaq language;;alg-eas;Eastern Algonquian;;;;Latn;;
4132;mid;Mandaic;Mandaic language;;sem-ase;Southeastern Aramaic;;;;Mand;;
4133;mie;Ocotepec Mixtec;Ocotepec Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4134;mif;Mofu-Gudur;Mofu-Gudur language;;cdc-cbm;Central Chadic;;;;Latn;;
4135;mig;San Miguel el Grande Mixtec;San Miguel el Grande Mixtec language;;omq-mxt;Mixtec;;;;Latn;Chalcatongo Mixtec;
4136;mih;Chayuco Mixtec;Chayuco Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4137;mii;Chigmecatitlán Mixtec;Chigmecatitlán Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4138;mij;Mungbam;Mungbam language;;nic-beb;Beboid;;;;Latn;Abar,Missong,Munken,Ngun;
4139;mik;Mikasuki;Mikasuki language;;nai-mus;Muskogean;;;;Latn;;
4140;mil;Peñoles Mixtec;Peñoles Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4141;mim;Alacatlatzala Mixtec;Alacatlatzala Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4142;min;Minangkabau;Minangkabau language;;poz-mly;Malayic;;;;Latn,Arab;;
4143;mio;Pinotepa Nacional Mixtec;Pinotepa Nacional Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4144;mip;Apasco-Apoala Mixtec;Apasco-Apoala Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4145;miq;Miskito;Miskito language;;nai-min;Misumalpan;;autodetect;;Latn;Miskitu;
4146;mir;Isthmus Mixe;Isthmus Mixe language;;nai-miz;Mixe-Zoquean;;;;;;
4147;mit;Southern Puebla Mixtec;Southern Puebla Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4148;miu;Cacaloxtepec Mixtec;Cacaloxtepec Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4149;miw;Akoye;Akoye language;;ngf;Trans-New Guinea;;;;Latn;;
4150;mix;Mixtepec Mixtec;Mixtepec Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4151;miy;Ayutla Mixtec;Ayutla Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4152;miz;Coatzospan Mixtec;Coatzospan Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4153;mjb;Makalero;Makalero language;;ngf;Trans-New Guinea;;;;Latn;Maklere;
4154;mjc;San Juan Colorado Mixtec;San Juan Colorado Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4155;mjd;Northwest Maidu;Northwest Maidu language;;nai-mdu;Maiduan;;;;Latn;;
4156;mje;Muskum;Muskum language;;;;;;;;
4157;mji;Kim Mun;Kim Mun language;;hmx-mie;Mien;;;;;;
4158;mjj;Mawak;Mawak language;;ngf-mad;Madang;;;;;;
4159;mjk;Matukar;Matukar language;;poz-ocw;Western Oceanic;;;;Latn;;
4160;mjl;Mandeali;Mandeali language;;him;Western Pahari;;;;Deva,Takr;;
4161;mjm;Medebur;Medebur language;;poz-ocw;Western Oceanic;;;;Latn;;
4162;mjn;Mebu;Mebu language;;ngf-fin;Finisterre;;;;;Ma;
4163;mjo;Malankuravan;Malankuravan language;;dra;Dravidian;;;;;;
4164;mjp;Malapandaram;Malapandaram language;;dra;Dravidian;;;;;;
4165;mjq;Malaryan;Malaryan language;;dra;Dravidian;;;;;;
4166;mjr;Malavedan;Malavedan language;;dra;Dravidian;;;;;;
4167;mjs;Miship;Miship language;;cdc-wst;West Chadic;;;;Latn;Chip;
4168;mjt;Sawriya Paharia;Sawriya Paharia language;;dra;Dravidian;;;;Beng,Deva;Sauria Paharia,Sawriya,Sawriya Pahariya,Sawriya Malto,Malto, Malti,Maltu,Maler;
4169;mju;Manna-Dora;Manna-Dora language;;dra;Dravidian;;;;;;
4170;mjv;Mannan;Mannan language;;dra;Dravidian;;;;;;
4171;mjw;Karbi;Karbi language;;tbq-kuk;Kukish;;;;Latn;Arleng,Mikir;
4172;mjx;Mahali;Mahali language;;mun;Munda;;;;;;
4173;mjy;Mahican;Mahican language;;alg-eas;Eastern Algonquian;;;;Latn;;
4174;mjz;Majhi;Majhi language;;inc-eas;Eastern Indo-Aryan;;;;;;
4175;mk;Macedonian;Macedonian language;;zls;South Slavic;;autodetect;;Cyrl;;
4176;mka;Mbre;Mbre language;;nic;Niger-Congo;;;;;;
4177;mkb;Mal Paharia;Mal Paharia language;;;;;;;;
4178;mkc;Siliput;Siliput language;;qfa-tor;Torricelli;;;;Latn;;
4179;mke;Mawchi;Mawchi language;;;;;;;;
4180;mkf;Miya;Miya language;;cdc-wst;West Chadic;;;;Latn;;
4181;mkg;Mak (China);Mak (China) language;;qfa-kms;Kam-Sui;;;;;Mak;
4182;mkh-asl-pro;Proto-Aslian;Proto-Aslian language;reconstructed;mkh-asl;Aslian;;;exceptional;Latn;;
4183;mkh-ban-pro;Proto-Bahnaric;Proto-Bahnaric language;reconstructed;mkh-ban;Bahnaric;;;exceptional;Latn;;
4184;mkh-kat-pro;Proto-Katuic;Proto-Katuic language;reconstructed;mkh-kat;Katuic;;;exceptional;Latinx;;
4185;mkh-khm-pro;Proto-Khmuic;Proto-Khmuic language;reconstructed;mkh-khm;Khmuic;;;exceptional;Latn;;
4186;mkh-kmr-pro;Proto-Khmeric;Proto-Khmeric language;reconstructed;mkh-kmr;Khmeric;;;exceptional;Latn;;
4187;mkh-mmn;Middle Mon;Middle Mon language;;mkh-mnc;Monic;;;exceptional;Latinx,Mymr;;
4188;mkh-mnc-pro;Proto-Monic;Proto-Monic language;reconstructed;mkh-mnc;Monic;;;exceptional;Latn;;
4189;mkh-mvi;Middle Vietnamese;Middle Vietnamese language;;mkh-vie;Vietic;;;exceptional;Latinx,Hani;;
4190;mkh-pal-pro;Proto-Palaungic;Proto-Palaungic language;reconstructed;mkh-pal;Palaungic;;;exceptional;Latinx;;
4191;mkh-pea-pro;Proto-Pearic;Proto-Pearic language;reconstructed;mkh-pea;Pearic;;;exceptional;Latinx;;
4192;mkh-pkn-pro;Proto-Pakanic;Proto-Pakanic language;reconstructed;mkh-pkn;Pakanic;;;exceptional;Latn;;
4193;mkh-pro;Proto-Mon-Khmer;Proto-Mon-Khmer language;reconstructed;mkh;Mon-Khmer;;;exceptional;Latinx;;
4194;mkh-vie-pro;Proto-Vietic;Proto-Vietic language;reconstructed;mkh-vie;Vietic;;;exceptional;Latinx;;
4195;mki;Dhatki;Dhatki language;;inc-wes;Western Indo-Aryan;;;;;;
4196;mkj;Mokilese;Mokilese language;;poz-mic;Micronesian;;;;Latn;;
4197;mkk;Byep;Byep language;;bnt-mka;Makaa;;;;;;
4198;mkl;Mokole;Mokole language;;;;;;;;
4199;mkm;Moklen;Moklen language;;;;;;;;
4200;mkn;Kupang Malay;Kupang Malay language;;crp;creole or pidgin;;;;;;
4201;mko;Mingang Doso;Mingang Doso language;;alv-bwj;Bikwin-Jen;;;;;;
4202;mkp;Moikodi;Moikodi language;;ngf;Trans-New Guinea;;;;;;
4203;mkq;Bay Miwok;Bay Miwok language;;nai-you;Yok-Utian;;;;Latn;;
4204;mkr;Malas;Malas language;;ngf-mad;Madang;;;;;;
4205;mks;Silacayoapan Mixtec;Silacayoapan Mixtec language;;omq-mxt;Mixtec;;;;Latn;;
4206;mkt;Vamale;Vamale language;;poz-cln;New Caledonian;;;;Latn;;
4207;mku;Konyanka Maninka;Konyanka Maninka language;;dmn-mnk;Maninka;;;;;;
4208;mkv;Mafea;Mafea language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4209;mkx;Cinamiguin Manobo;Cinamiguin Manobo language;;mno;Manobo;;;;;;
4210;mky;East Makian;East Makian language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
4211;mkz;Makasae;Makasae language;;ngf;Trans-New Guinea;;;;;;
4212;ml;Malayalam;Malayalam language;;dra;Dravidian;;;;Mlym;;
4213;mla;Tamambo;Tamambo language;;poz-vnc;North-Central Vanuatu;;;;Latn;Malo,Tamabo,Maloese;
4214;mlb;Mbule;Mbule language;;nic-ymb;Yambasa;;;;Latn;;
4215;mlc;Caolan;Caolan language;;tai-cho;Chongzuo Tai;;;;Latn,Hani;Man Cao Lan;
4216;mle;Manambu;Manambu language;;paa-spk;Sepik;;;;Latn;;
4217;mlf;Mal;Mal language;;mkh-khm;Khmuic;;;;;Thin;
4218;mlh;Mape;Mape language;;;;;;;;
4219;mli;Malimpung;Malimpung language;;;;;;;;
4220;mlj;Miltu;Miltu language;;;;;;;;
4221;mlk;Ilwana;Ilwana language;;bnt-sab;Sabaki;;;;;;
4222;mll;Malua Bay;Malua Bay language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4223;mlm;Mulam;Mulam language;;qfa-kms;Kam-Sui;;;;Latn;;
4224;mln;Malango;Malango language;;poz-sls;Southeast Solomonic;;;;Latn;;
4225;mlo;Mlomp;Mlomp language;;alv-bak;Bak;;;;;;
4226;mlp;Bargam;Bargam language;;ngf-mad;Madang;;;;Latn;Mugil;
4227;mlq;Western Maninkakan;Western Maninkakan language;;dmn-wmn;West Manding;;;;;;
4228;mlr;Vame;Vame language;;;;;;;;
4229;mls;Masalit;Masalit language;;ssa;Nilo-Saharan;;;;;;
4230;mlu;To'abaita;To'abaita language;;poz-sls;Southeast Solomonic;;;;Latn;Toqabaqita;
4231;mlv;Mwotlap;Mwotlap language;;poz-vnc;North-Central Vanuatu;;;;Latn;Motlav,Volow;
4232;mlw;Moloko;Moloko language;;cdc-cbm;Central Chadic;;;;Latn;;
4233;mlx;Malfaxal;Malfaxal language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4234;mlz;Malaynon;Malaynon language;;phi;Philippine;;;;;;
4235;mma;Mama;Mama language;;nic-jrn;Jarawan;;;;;;
4236;mmb;Momina;Momina language;;;;;;;;
4237;mmc;Michoacán Mazahua;Michoacán Mazahua language;;oto;Otomian;;;;Latn;;
4238;mmd;Maonan;Maonan language;;qfa-kms;Kam-Sui;;;;;;
4239;mme;Mae;Mae language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4240;mmf;Mundat;Mundat language;;cdc-wst;West Chadic;;;;Latn;;
4241;mmg;North Ambrym;North Ambrym language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4242;mmh;Mehináku;Mehináku language;;awd;Arawakan;;;;Latn;;
4243;mmi;Musar;Musar language;;ngf-mad;Madang;;;;;;
4244;mmj;Majhwar;Majhwar language;;;;;;;;
4245;mmk;Mukha-Dora;Mukha-Dora language;;;;;;;;
4246;mml;Man Met;Man Met language;;mkh-pal;Palaungic;;;;;;
4247;mmm;Maii;Maii language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4248;mmn;Mamanwa;Mamanwa language;;phi;Philippine;;;;Latn;;
4249;mmo;Mangga Buang;Mangga Buang language;;poz-ocw;Western Oceanic;;;;Latn;;
4250;mmp;Musan;Musan language;;paa-asa;Arai-Samaia;;;;;;
4251;mmq;Aisi;Aisi language;;ngf-mad;Madang;;;;Latn;Musak,Mabɨŋ,Mabing;
4252;mmr;Western Xiangxi Miao;Western Xiangxi Miao language;;hmn;Hmong;;;;;;
4253;mmt;Malalamai;Malalamai language;;poz-ocw;Western Oceanic;;;;Latn;;
4254;mmu;Mmaala;Mmaala language;;nic-ymb;Yambasa;;;;Latn;;
4255;mmv;Miriti;Miriti language;;sai-tuc;Tucanoan;;;;Latn;;
4256;mmw;Emae;Emae language;;poz-pnp;Nuclear Polynesian;;;;Latn;;
4257;mmx;Madak;Madak language;;poz-ocw;Western Oceanic;;;;Latn;;
4258;mmy;Migaama;Migaama language;;cdc-est;East Chadic;;;;Latn;;
4259;mmz;Mabaale;Mabaale language;;bnt-ngn;Ngondi-Ngiri;;;;;;
4260;mn;Mongolian;Mongolian language;;xgn;Mongolic;;;;Cyrl,Mong,Soyo,Zanb;;
4261;mna;Mbula;Mbula language;;poz-ocw;Western Oceanic;;;;Latn;;
4262;mnb;Muna;Muna language;;poz-mun;Muna-Buton;;;;Latn;;
4263;mnc;Manchu;Manchu language;;tuw;Tungusic;;;;Mong;;
4264;mnd;Mondé;Mondé language;;tup;Tupian;;;;Latn;Monde,Salamãi,Salamai,Salamaikã,Sanamaica,Sanamaiká,Sanamaykã;
4265;mne;Naba;Naba language;;csu-bgr;Bagirmi;;;;;;
4266;mnf;Mundani;Mundani language;;nic-mom;Momo;;;;Latn;;
4267;mng;Eastern Mnong;Eastern Mnong language;;mkh-ban;Bahnaric;;;;;;
4268;mnh;Mono (Congo);Mono (Congo) language;;bad-cnt;Central Banda;;;;Latn;Mono (Democratic Republic of the Congo),Mono;
4269;mni;Manipuri;Manipuri language;;sit;Sino-Tibetan;;;;Mtei,Beng;Meitei,Meithei;
4270;mnj;Munji;Munji language;;ira-mny;Munji-Yidgha;;;;;Munjani,Mundzhan,Mundzhani,Mundzi;
4271;mnk;Mandinka;Mandinka language;;dmn-wmn;West Manding;;;;Latn;Mandingo;
4272;mnl;Tiale;Tiale language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
4273;mnm;Mapena;Mapena language;;;;;;;;
4274;mnn;Southern Mnong;Southern Mnong language;;;;;;;;
4275;mnp;Min Bei;Min Bei language;;zhx-min-shn;Inland Min;;;;Hani;;
4276;mnq;Minriq;Minriq language;;mkh-asl;Aslian;;;;;;
4277;mnr;Mono (California);Mono (California) language;;azc-num;Numic;;;;Latn;Mono (United States of America),Mono,Western Mono,Monache,Monachi,Owens Valley Paiute,Eastern Mono;
4278;mns;Mansi;Mansi language;;urj-ugr;Ugric;;;;Cyrl;;
4279;mnt;Maykulan;Maykulan language;;aus-pam;Pama-Nyungan;;;;Latn;Mayi-Kulan,Wunumara,Mayi-Yapi,Mayi-Thakurti;
4280;mnu;Mer;Mer language;;;;;;;;
4281;mnv;Rennellese;Rennellese language;;poz-pnp;Nuclear Polynesian;;;;Latn;Rennell-Bellona;
4282;mnw;Mon;Mon language;;mkh-mnc;Monic;sortkey;;;Mymr;Peguan,Talaing,Raman;
4283;mnx;Manikion;Manikion language;;paa-wpa;West Papuan;;;;;Mantion,Sougb,Sogh;
4284;mny;Manyawa;Manyawa language;;bnt-mak;Makua;;;;;;
4285;mnz;Moni;Moni language;;;;;;;;
4286;moa;Mwan;Mwan language;;dmn-nbe;Nwa-Beng;;;;Latn;;
4287;moc;Mocoví;Mocoví language;;sai-guc;Guaicuruan;;;;Latn;Mbocobí,Mokoví,Moqoyt;
4288;mod;Mobilian;Mobilian language;;crp;creole or pidgin;;;;Latn;;
4289;moe;Montagnais;Montagnais language;;alg;Algonquian;;autodetect;;Latn;;
